datetime,open,high,low,close,volume,average,barCount,start_time,VIX,QQQ_close,XLK_close,returns,volatility_20,volume_ma_ratio,close_QQQ_spread,close_XLK_spread
2005-11-03,9.57,9.67,9.54,9.66,279364635.3646354,9.6130034,36445,2005-11-03,13.14,39.95,10.39,0.01684210526315799,0.030591409759663804,0.8038523650985197,-30.290000000000003,-0.7300000000000004
2005-11-04,9.76,9.8,9.65,9.77,328131868.1318682,9.73297325,41929,2005-11-04,13.19,40.06,10.44,0.011387163561076497,0.03050498387218338,0.9345943309737527,-30.290000000000003,-0.6699999999999999
2005-11-07,9.89,9.95,9.81,9.89,355952047.952048,9.889054175,42884,2005-11-07,12.94,40.13,10.47,0.0122824974411464,0.030211549642028174,0.9935480776684519,-30.240000000000002,-0.5800000000000001
2005-11-08,9.87,9.9,9.72,9.76,294837162.83716285,9.79183205,39430,2005-11-08,13.2,40.13,10.46,-0.013144590495450026,0.03010484054392321,0.8264923837085237,-30.370000000000005,-0.7000000000000011
2005-11-09,9.68,9.72,9.46,9.49,385838161.8381619,9.58852895,48633,2005-11-09,12.97,40.16,10.47,-0.027663934426229497,0.030745679681260744,1.075902398149407,-30.669999999999995,-0.9800000000000004
2005-11-10,9.47,9.79,9.45,9.79,342685314.6853147,9.6601505,44038,2005-11-10,11.93,40.6,10.54,0.03161222339304515,0.03049708266670508,0.963934916380554,-30.810000000000002,-0.75
2005-11-11,9.89,9.93,9.73,9.77,262777222.7772228,9.823814,34067,2005-11-11,11.77,40.71,10.56,-0.002042900919305368,0.03043753905188195,0.7456792615325999,-30.94,-0.7900000000000009
2005-11-14,9.81,9.97,9.8,9.93,290393606.3936064,9.880245375,37049,2005-11-14,12.23,40.72,10.58,0.016376663254861867,0.030229012836613875,0.8236788252168971,-30.79,-0.6500000000000004
2005-11-15,9.87,9.93,9.78,9.83,320111888.1118882,9.841857025,41410,2005-11-15,12.45,40.52,10.54,-0.010070493454179208,0.030406772222662456,0.900071178295732,-30.690000000000005,-0.7099999999999991
2005-11-16,9.91,9.98,9.86,9.96,321666333.66633373,9.93487495,39544,2005-11-16,12.3,40.77,10.59,0.01322482197355046,0.030383865679331316,0.8968535422578601,-30.810000000000002,-0.629999999999999
2005-11-17,10.06,10.11,10.0,10.1,333618381.6183817,10.063928875,41928,2005-11-17,11.42,41.31,10.72,0.014056224899598346,0.02947871856734029,0.925881155222166,-31.21,-0.620000000000001
2005-11-18,10.1,10.12,10.01,10.02,252679320.67932072,10.062977925,29601,2005-11-18,11.03,41.42,10.77,-0.007920792079207928,0.016479710774356008,0.7540350228656264,-31.400000000000002,-0.75
2005-11-21,9.99,10.26,9.73,10.24,386925074.925075,10.066781725,50520,2005-11-21,10.81,41.55,10.78,0.021956087824351433,0.016282550495581125,1.1491716903664242,-31.309999999999995,-0.5399999999999991
2005-11-22,10.23,10.44,10.17,10.42,364963036.963037,10.34288255,46668,2005-11-22,10.64,41.71,10.83,0.017578125,0.016120503413421125,1.067467668698391,-31.29,-0.41000000000000014
2005-11-23,10.44,10.63,10.4,10.58,377266733.26673335,10.544859325,50330,2005-11-23,11.03,41.81,10.9,0.015355086372360827,0.015808865377391138,1.0971102531252088,-31.230000000000004,-0.3200000000000003
2005-11-25,10.65,10.73,10.64,10.73,178421578.42157844,10.6878772,23661,2005-11-25,11.07,41.88,10.93,0.01417769376181477,0.015470571700350147,0.5199287586977445,-31.150000000000002,-0.1999999999999993
2005-11-28,10.76,10.79,10.57,10.6,401130869.1308692,10.66080015,52205,2005-11-28,11.89,41.55,10.9,-0.012115563839701804,0.016173854964254848,1.1391049816481125,-30.949999999999996,-0.3000000000000007
2005-11-29,10.61,10.67,10.06,10.1,807036963.0369631,10.306571275,110095,2005-11-29,11.89,41.35,10.88,-0.047169811320754707,0.019081371760477004,2.2088257441324934,-31.25,-0.7800000000000011
2005-11-30,10.12,10.22,9.9,10.14,579444555.4445555,10.095009925,82719,2005-11-30,12.08,41.24,10.86,0.003960396039603964,0.018750128369271354,1.595422098212321,-31.1,-0.7199999999999989
2005-12-01,10.24,10.4,10.22,10.36,353058941.0589411,10.31075045,45544,2005-12-01,11.17,42.01,11.03,0.021696252465483123,0.019178138981945012,0.9785035550534921,-31.65,-0.6699999999999999
2005-12-02,10.43,10.5,10.36,10.45,278653346.6533467,10.43717675,35601,2005-12-02,11.03,42.11,11.02,0.008687258687258614,0.018988095195190582,0.7723644322263585,-31.66,-0.5700000000000003
2005-12-05,10.43,10.45,10.12,10.15,379720279.72027975,10.273288025,53363,2005-12-05,11.61,41.79,10.96,-0.028708133971291794,0.020253899473076972,1.0450277464351934,-31.64,-0.8100000000000005
2005-12-06,10.23,10.42,10.05,10.13,558241758.2417583,10.249213975,77976,2005-12-06,11.54,41.94,10.98,-0.0019704433497536034,0.020127354445217977,1.4947291271562966,-31.809999999999995,-0.8499999999999996
2005-12-07,10.16,10.18,9.99,10.11,435488511.48851156,10.069384325,62889,2005-12-07,12.19,41.85,10.95,-0.001974333662389083,0.01985584943768918,1.144498126213944,-31.740000000000002,-0.8399999999999999
2005-12-08,10.14,10.28,10.08,10.27,333550449.5504496,10.187252075,43405,2005-12-08,12.2,41.56,10.87,0.015825914935707175,0.018794784723637183,0.8826614668479835,-31.290000000000003,-0.5999999999999996
2005-12-09,10.39,10.4,10.22,10.24,279732267.7322678,10.339554225,34657,2005-12-09,11.68,41.71,10.92,-0.0029211295034079487,0.01769065462165961,0.7464621874456839,-31.47,-0.6799999999999997
2005-12-12,10.38,10.39,10.26,10.32,250441558.44155848,10.323338025,32687,2005-12-12,11.48,41.87,10.94,0.0078125,0.017697642408338283,0.6694020369483265,-31.549999999999997,-0.6199999999999992
2005-12-13,10.34,10.46,10.3,10.45,303980019.98002005,10.405720325,37848,2005-12-13,11.19,42.04,10.92,0.012596899224806002,0.017565763882314022,0.8110316769434733,-31.59,-0.47000000000000064
2005-12-14,10.44,10.5,10.4,10.48,244651348.65134868,10.4529425,31739,2005-12-14,10.49,41.89,10.9,0.002870813397129357,0.017306883143887144,0.6593779398531951,-31.41,-0.41999999999999993
2005-12-15,10.49,10.59,10.42,10.57,225334665.33466536,10.527241725,28354,2005-12-15,10.73,41.97,10.89,0.00858778625954204,0.01719836490816307,0.6153037018608599,-31.4,-0.3200000000000003
2005-12-16,10.64,10.82,10.58,10.77,466109890.10989016,10.704418725,53558,2005-12-16,10.62,41.59,10.78,0.018921475875118166,0.017394498180879663,1.250155406650976,-30.820000000000004,-0.009999999999999787
2005-12-19,10.82,11.17,10.51,10.62,833818181.818182,10.8815707,116457,2005-12-19,11.34,40.92,10.65,-0.013927576601671321,0.017649557046285708,2.074698409447269,-30.300000000000004,-0.030000000000001137
2005-12-20,10.71,10.82,10.63,10.75,374025974.0259741,10.724714,52281,2005-12-20,11.18,40.96,10.62,0.012241054613935987,0.017230907248710403,0.932143721424467,-30.21,0.13000000000000078
2005-12-21,10.85,10.93,10.53,10.67,425602397.6023977,10.7249142,57755,2005-12-21,10.89,41.11,10.63,-0.007441860465116301,0.016990993879561735,1.0527272987853908,-30.439999999999998,0.03999999999999915
2005-12-22,10.81,10.83,10.66,10.81,279716283.71628374,10.7421314,37871,2005-12-22,10.35,41.39,10.68,0.013120899718837897,0.01690100415942624,0.7003272075504354,-30.58,0.13000000000000078
2005-12-23,10.81,10.82,10.73,10.78,170409590.40959042,10.7722615,22308,2005-12-23,10.28,41.41,10.7,-0.0027752081406106077,0.016639686983628464,0.42708379234784416,-30.629999999999995,0.08000000000000007
2005-12-27,10.8,10.81,10.58,10.62,265458541.4585415,10.6604498,32802,2005-12-27,11.58,41.04,10.61,-0.014842300556586308,0.01675808512568469,0.6768037981131692,-30.42,0.009999999999999787
2005-12-28,10.61,10.71,10.54,10.68,267544455.5444556,10.63387325,33181,2005-12-28,11.38,40.99,10.58,0.005649717514124353,0.012521605415146513,0.7324985011531274,-30.310000000000002,0.09999999999999964
2005-12-29,10.71,10.73,10.49,10.51,256291708.29170832,10.590404825,32177,2005-12-29,11.51,40.72,10.52,-0.015917602996254665,0.013201015919821691,0.7341676954538195,-30.21,-0.009999999999999787
2005-12-30,10.44,10.47,10.35,10.38,282741258.7412588,10.406521125,36169,2005-12-30,11.8,40.42,10.46,-0.01236917221693612,0.012697223676771075,0.8181747750643787,-30.04,-0.08000000000000007
2006-01-03,10.57,10.9,10.47,10.89,485366633.3666334,10.671661,66546,2006-01-03,11.1,41.31,10.63,0.049132947976878505,0.016711066269318987,1.3637292459143022,-30.42,0.2599999999999998
2006-01-04,11.11,11.24,11.0,11.14,551524475.5244756,11.115979875,78941,2006-01-04,11.46,41.73,10.77,0.022956841138659367,0.01564147418231933,1.5130924777863652,-30.589999999999996,0.370000000000001
2006-01-05,11.16,11.3,11.05,11.3,404683316.68331677,11.170584425,55851,2006-01-05,11.73,41.92,10.85,0.014362657091562037,0.01569682519354968,1.1341271805507807,-30.62,0.45000000000000107
2006-01-06,11.43,11.77,11.34,11.66,666137862.1378622,11.597160575,95529,2006-01-06,11.05,42.66,11.0,0.031858407079645934,0.016633226411761525,1.8084075802957438,-30.999999999999996,0.6600000000000001
2006-01-09,11.67,11.85,11.54,11.69,484047952.0479521,11.72226055,70236,2006-01-09,11.09,42.84,11.03,0.002572898799313883,0.01653887257920253,1.2877694170577116,-31.150000000000006,0.6600000000000001
2006-01-10,11.62,11.77,11.56,11.76,340255744.2557443,11.67251085,50704,2006-01-10,10.88,42.88,11.03,0.0059880239520957446,0.01638752603765128,0.8979925438850893,-31.120000000000005,0.7300000000000004
2006-01-11,11.79,11.89,11.74,11.8,336323676.32367635,11.818932125,48315,2006-01-11,10.96,43.21,11.14,0.003401360544217802,0.016406679532793546,0.8776686434589102,-31.41,0.6600000000000001
2006-01-12,11.85,11.89,11.55,11.6,381334665.3346654,11.7358241,54286,2006-01-12,11.3,42.99,11.09,-0.016949152542372947,0.017174173715460646,0.9851854146019161,-31.39,0.5099999999999998
2006-01-13,11.63,11.68,11.55,11.67,288843156.8431569,11.626615,39726,2006-01-13,11.22,42.97,11.06,0.0060344827586207295,0.017164489791307358,0.741996131063434,-31.299999999999997,0.6099999999999994
2006-01-17,11.61,11.76,11.57,11.69,272171828.1718282,11.675188525,38012,2006-01-17,11.97,42.73,10.95,0.0017137960582689349,0.017168865883925955,0.6949889289103395,-31.04,0.7400000000000002
2006-01-18,11.19,11.45,11.09,11.13,734637362.6373627,11.280093825,96758,2006-01-18,12.26,42.22,10.84,-0.0479041916167664,0.020528964047247664,1.813710039023134,-31.089999999999996,0.2900000000000009
2006-01-19,11.29,11.35,10.84,10.92,548107892.1078922,11.1064954,79748,2006-01-19,11.91,42.53,10.93,-0.018867924528301994,0.020757196121015963,1.4026669939051826,-31.61,-0.009999999999999787
2006-01-20,10.95,11.01,9.88,9.99,1565542457.5424578,10.294959675,204597,2006-01-20,14.36,41.3,10.63,-0.08516483516483508,0.028215838666431743,3.476379330921849,-31.309999999999995,-0.6400000000000006
2006-01-23,10.2,10.72,10.19,10.7,830805194.805195,10.45229185,126338,2006-01-23,13.86,41.26,10.62,0.07107107107107091,0.0327091083669972,1.7654273970753256,-30.56,0.08000000000000007
2006-01-24,10.91,11.13,10.87,11.09,573150849.1508492,11.018782775,82017,2006-01-24,13.33,41.44,10.63,0.036448598130841114,0.033581375803481306,1.1810994120071427,-30.349999999999998,0.4599999999999991
2006-01-25,11.29,11.37,10.74,10.83,700739260.7392608,10.974738775,103512,2006-01-25,12.98,41.24,10.66,-0.023444544634806164,0.034045084873529426,1.3692052191579418,-30.410000000000004,0.16999999999999993
2006-01-26,11.0,11.01,10.6,10.88,483440559.4405595,10.8099992,70743,2006-01-26,12.41,41.57,10.74,0.004616805170821747,0.033852439211294216,0.9249184644248015,-30.689999999999998,0.14000000000000057
2006-01-27,10.89,10.97,10.74,10.85,313970029.97003,10.833797975,44371,2006-01-27,12.07,42.1,10.86,-0.0027573529411766273,0.033853787435924126,0.5980315520993251,-31.25,-0.009999999999999787
2006-01-30,10.74,10.84,10.64,10.69,316015984.01598406,10.722636925,42427,2006-01-30,12.42,42.19,10.9,-0.014746543778801802,0.03382336858750392,0.5985241807310981,-31.5,-0.21000000000000085
2006-01-31,10.78,11.0,10.61,10.83,527660339.6603397,10.83207125,73477,2006-01-31,12.76,42.01,10.81,0.013096351730589317,0.0337570979567757,0.9767183662359171,-31.18,0.019999999999999574
2006-02-01,9.73,10.06,9.7,10.05,894653346.6533468,9.8853755,127600,2006-02-01,12.46,42.13,10.88,-0.07202216066481992,0.0357901159025668,1.595594222316454,-32.08,-0.8300000000000001
2006-02-02,10.11,10.17,9.91,9.91,430633366.6333667,10.06500495,61603,2006-02-02,13.19,41.44,10.72,-0.013930348258706537,0.03530831379815695,0.7763947635175296,-31.529999999999998,-0.8100000000000005
2006-02-03,9.85,9.86,9.31,9.55,684503496.5034966,9.582497925,99354,2006-02-03,12.89,40.93,10.64,-0.03632694248234103,0.03564549482080057,1.203736920199558,-31.38,-1.0899999999999999
2006-02-06,9.64,9.76,9.5,9.63,328903096.903097,9.626942325,47800,2006-02-06,13.11,40.78,10.59,0.008376963350785305,0.03464434012494072,0.5960689345017949,-31.15,-0.9599999999999991
2006-02-07,9.58,9.6,9.09,9.21,624303696.3036964,9.2494402,88921,2006-02-07,13.61,40.65,10.61,-0.04361370716510904,0.03536833560345665,1.1172224758857736,-31.439999999999998,-1.3999999999999986
2006-02-08,9.22,9.28,8.88,9.24,791400599.4005995,9.091407325,114161,2006-02-08,12.84,41.1,10.79,0.0032573289902280145,0.035303503469032306,1.3612987216516386,-31.86,-1.549999999999999
2006-02-09,9.29,9.37,8.91,8.98,441438561.4385615,9.184800625,66984,2006-02-09,13.0,40.7,10.76,-0.02813852813852813,0.035312649650272324,0.7525212048922394,-31.720000000000002,-1.7799999999999994
2006-02-10,9.06,9.12,8.84,9.08,559376623.3766235,8.980146175,81739,2006-02-10,12.82,40.95,10.82,0.011135857461024523,0.03570204377884608,0.9393159387925459,-31.870000000000005,-1.7400000000000002
2006-02-13,8.67,8.77,8.56,8.65,714081918.0819182,8.657824175,101319,2006-02-13,13.34,40.5,10.72,-0.04735682819383258,0.036308314704793385,1.1577638640892942,-31.85,-2.0700000000000003
2006-02-14,8.64,8.94,8.57,8.59,543056943.0569432,8.660626975,76572,2006-02-14,12.34,40.89,10.87,-0.006936416184971206,0.036159637369719354,0.8615560564569633,-32.3,-2.2799999999999994
2006-02-15,8.54,8.66,8.45,8.56,476955044.95504504,8.577143575,65797,2006-02-15,12.33,41.15,10.92,-0.0034924330616995514,0.03536562322275051,0.7724756914601691,-32.589999999999996,-2.3599999999999994
2006-02-16,8.65,9.18,8.62,9.17,811576423.5764236,8.8935847,114896,2006-02-16,11.55,41.54,11.05,0.07126168224299056,0.039948825919729675,1.286969636002731,-32.37,-1.8800000000000008
2006-02-17,9.26,9.31,9.1,9.22,527792207.7922079,9.232047825,70818,2006-02-17,12.2,41.22,10.95,0.005452562704471253,0.03563422412671071,0.9119947191583797,-32.0,-1.7299999999999986
2006-02-21,9.17,9.35,9.14,9.18,318157842.1578422,9.2295203,44651,2006-02-21,12.41,40.73,10.85,-0.004338394793926392,0.031031736776615203,0.575236487877761,-31.549999999999997,-1.67
2006-02-22,9.19,9.23,9.11,9.15,246421578.42157847,9.16440525,32364,2006-02-22,11.8,41.28,10.89,-0.0032679738562090277,0.02931673485081139,0.4590958936948111,-32.13,-1.7400000000000002
2006-02-23,9.15,9.54,9.14,9.46,479008991.00899106,9.408774375,65895,2006-02-23,11.9,41.14,10.85,0.033879781420764976,0.030619801883743702,0.9112394458917371,-31.68,-1.3899999999999988
2006-02-24,9.44,9.51,9.35,9.44,244779220.77922082,9.437428,33388,2006-02-24,11.52,41.25,10.85,-0.0021141649048627142,0.03053044479480593,0.4764703114177162,-31.810000000000002,-1.4100000000000001
2006-02-27,9.54,9.8,9.52,9.77,385570429.5704296,9.705821125,52120,2006-02-27,11.52,41.72,10.94,0.03495762711864403,0.03191550920032932,0.7453308197758424,-31.95,-1.17
2006-02-28,9.83,9.95,8.47,9.06,1501742257.742258,9.1084994,224153,2006-02-28,12.33,41.1,10.85,-0.0726714431934492,0.03531795146386155,2.6044748113838136,-32.04,-1.7899999999999991
2006-03-01,9.23,9.25,9.04,9.13,449406593.4065935,9.13417505,64169,2006-03-01,11.54,41.66,11.05,0.007726269315673218,0.03517212189254401,0.7847318358415576,-32.529999999999994,-1.92
2006-03-02,9.12,9.54,9.06,9.42,691532467.5324676,9.318133825,106221,2006-03-02,11.74,41.7,11.06,0.03176341730558585,0.03279050056331607,1.2293209702241858,-32.28,-1.6400000000000006
2006-03-03,9.62,9.69,9.4,9.47,441318681.31868136,9.554469925,65405,2006-03-03,11.83,41.44,10.99,0.005307855626327074,0.03272641294658041,0.7837774253791586,-31.97,-1.5199999999999996
2006-03-06,9.53,9.59,9.19,9.21,339440559.4405595,9.39053115,47881,2006-03-06,12.82,41.09,10.95,-0.02745512143611406,0.032290391934463675,0.6218987881594337,-31.880000000000003,-1.7399999999999984
2006-03-07,9.12,9.22,8.96,9.12,373350649.3506494,9.0822732,52941,2006-03-07,12.68,40.86,10.88,-0.009771986970684265,0.03225873882678041,0.6812525930414253,-31.740000000000002,-1.7600000000000016
2006-03-08,8.86,9.01,8.77,8.85,424935064.935065,8.87691805,59075,2006-03-08,12.36,40.85,10.88,-0.02960526315789469,0.03145474667360783,0.7897435821265744,-32.0,-2.030000000000001
2006-03-09,8.9,8.97,8.55,8.59,523508491.5084916,8.73447575,77607,2006-03-09,12.67,40.48,10.81,-0.029378531073446346,0.032035030537313595,0.9977814047751966,-31.889999999999997,-2.2200000000000006
2006-03-10,8.6,8.62,8.3,8.45,673690309.6903098,8.444561125,97380,2006-03-10,11.86,40.54,10.88,-0.016298020954598424,0.031656132899385195,1.2562166858474717,-32.09,-2.4300000000000015
2006-03-13,8.52,8.66,8.39,8.44,523328671.3286714,8.528795275,75792,2006-03-13,11.46,40.67,10.9,-0.0011834319526626835,0.03149505605141918,0.9791311382138742,-32.230000000000004,-2.460000000000001
2006-03-14,8.44,8.82,8.32,8.78,708779220.7792209,8.549566025,108094,2006-03-14,10.66,41.36,11.03,0.04028436018957349,0.031119166648294543,1.3267613124443902,-32.58,-2.25
2006-03-15,8.78,8.82,8.52,8.62,482377622.3776224,8.632298675,68753,2006-03-15,11.4,41.71,11.1,-0.018223234624145768,0.0313758834227391,0.9081184123518848,-33.09,-2.4800000000000004
2006-03-16,8.72,8.73,8.46,8.48,379728271.7282718,8.589255675,54654,2006-03-16,11.99,41.36,11.03,-0.016241299303944134,0.03159304763149336,0.7214748221785159,-32.879999999999995,-2.549999999999999
2006-03-17,8.48,8.55,8.38,8.5,326885114.8851149,8.468735275,43051,2006-03-17,12.11,41.42,11.04,0.002358490566037652,0.026808118059386,0.6510518120343868,-32.92,-2.539999999999999
2006-03-20,8.57,8.76,8.55,8.71,398677322.67732275,8.681047375,57921,2006-03-20,11.81,41.56,11.07,0.024705882352941355,0.027481518011752765,0.8043817759785991,-32.85,-2.3599999999999994
2006-03-21,8.76,8.8,8.49,8.5,374117882.1178822,8.628144525,55584,2006-03-21,11.6,41.11,11.03,-0.024110218140068973,0.027904327252539975,0.7505926702107957,-32.61,-2.5299999999999994
2006-03-22,8.5,8.61,8.45,8.52,290449550.4495505,8.52846995,41693,2006-03-22,11.27,41.21,11.04,0.0023529411764704466,0.027934725414263294,0.5801665030371239,-32.69,-2.5199999999999996
2006-03-23,8.57,8.65,8.51,8.56,232227772.22777227,8.570787225,32524,2006-03-23,11.2,41.09,10.99,0.0046948356807512415,0.026628326400247794,0.47559170719950833,-32.53,-2.4299999999999997
2006-03-24,9.22,9.26,9.07,9.15,538681318.6813188,9.17151235,76037,2006-03-24,11.15,41.29,11.03,0.0689252336448598,0.03131011210290236,1.0709638157947003,-32.14,-1.879999999999999
2006-03-27,9.19,9.3,9.13,9.25,266981018.98101902,9.2308216,36715,2006-03-27,11.45,41.33,11.06,0.010928961748633892,0.03029864192996776,0.5371225291676296,-32.08,-1.8100000000000005
2006-03-28,9.31,9.46,9.29,9.44,336359640.3596404,9.381547175,46294,2006-03-28,11.57,41.13,10.96,0.020540540540540553,0.025727571148733017,0.7665638498127169,-31.690000000000005,-1.5200000000000014
2006-03-29,9.51,9.98,9.5,9.88,687572427.5724276,9.78042065,97438,2006-03-29,10.92,41.9,11.12,0.04661016949152552,0.027558034509674968,1.5255754322641049,-32.019999999999996,-1.2399999999999984
2006-03-30,9.73,9.85,9.6,9.72,546053946.0539461,9.7193096,76821,2006-03-30,11.52,42.04,11.12,-0.01619433198380571,0.027126629993249076,1.2314510711101039,-32.32,-1.3999999999999986
2006-03-31,9.73,9.81,9.61,9.65,667692307.6923078,9.71865895,88952,2006-03-31,11.59,41.93,11.1,-0.007201646090534974,0.02718836744843104,1.4682886471471888,-32.28,-1.4499999999999993
2006-04-03,9.75,9.82,9.71,9.75,301862137.8621379,9.761376625,40538,2006-04-03,11.54,41.97,11.13,0.010362694300518172,0.026387491858870914,0.6665640156376638,-32.22,-1.3800000000000008
2006-04-04,9.76,10.13,9.71,10.12,600563436.5634366,9.996611625,87669,2006-04-04,11.18,42.2,11.16,0.0379487179487179,0.02729676150050876,1.293694390082976,-32.080000000000005,-1.040000000000001
2006-04-05,10.22,10.37,10.08,10.21,501886113.88611394,10.2056955,68366,2006-04-05,11.14,42.6,11.27,0.008893280632411127,0.026013420473930148,1.072243261609701,-32.39,-1.0599999999999987
2006-04-06,10.17,10.36,10.15,10.29,325886113.88611394,10.2825723,46675,2006-04-06,11.58,42.74,11.27,0.007835455435847072,0.02452597026874391,0.7112466592041571,-32.45,-0.9800000000000004
2006-04-07,10.32,10.33,10.11,10.16,267836163.83616388,10.198012825,36596,2006-04-07,12.3,42.33,11.14,-0.012633624878522709,0.024337249358233587,0.6116415017548213,-32.17,-0.9800000000000004
2006-04-10,10.19,10.44,10.14,10.42,344527472.52747256,10.268983725,47961,2006-04-10,12.28,42.26,11.13,0.025590551181102317,0.024452865303882,0.8031743917247457,-31.839999999999996,-0.7100000000000009
2006-04-11,10.42,10.49,10.17,10.25,423828171.8281719,10.31785755,60589,2006-04-11,13.0,41.93,11.04,-0.016314779270633406,0.024142887628215957,1.0219876258779297,-31.68,-0.7899999999999991
2006-04-12,10.24,10.29,10.14,10.22,222421578.42157847,10.210625425,30944,2006-04-12,12.75,41.93,11.04,-0.0029268292682925745,0.023500809066748635,0.5536843319897661,-31.71,-0.8199999999999985
2006-04-13,10.23,10.25,10.02,10.06,246281718.2817183,10.121085975,34385,2006-04-13,12.32,42.1,11.05,-0.015655577299412915,0.023468295099552703,0.623435582015332,-32.04,-0.9900000000000002
2006-04-17,10.1,10.32,10.03,10.18,309686313.68631375,10.185250075,43819,2006-04-17,12.65,41.66,10.95,0.011928429423459175,0.02342680794778739,0.7856477039276303,-31.479999999999997,-0.7699999999999996
